Study ID,Patient ID,Sample ID,NSD1: mRNA expression z-scores relative to all samples (log microarray)
brca_metabric,MB-6239,MB-6239,0.5235
brca_metabric,MB-6242,MB-6242,0.7875
brca_metabric,MB-6245,MB-6245,1.8079
brca_metabric,MB-6246,MB-6246,0.7287
brca_metabric,MB-6248,MB-6248,-0.4687
brca_metabric,MB-6251,MB-6251,1.2305
brca_metabric,MB-6253,MB-6253,0.273
brca_metabric,MB-6254,MB-6254,2.4299
brca_metabric,MB-6256,MB-6256,0.0312
brca_metabric,MB-6257,MB-6257,0.3249
brca_metabric,MB-6263,MB-6263,-0.4431
brca_metabric,MB-6271,MB-6271,0.6464
brca_metabric,MB-6272,MB-6272,0.3445
brca_metabric,MB-6273,MB-6273,1.2537
brca_metabric,MB-6280,MB-6280,0.5851
brca_metabric,MB-6281,MB-6281,1.3439
brca_metabric,MB-6283,MB-6283,-0.1659
brca_metabric,MB-6284,MB-6284,-0.2481
brca_metabric,MB-6286,MB-6286,1.5981
brca_metabric,MB-6287,MB-6287,0.6965
brca_metabric,MB-6288,MB-6288,1.6847
brca_metabric,MB-6297,MB-6297,-0.2217
brca_metabric,MB-6300,MB-6300,-1.007
brca_metabric,MB-6302,MB-6302,0.2072
brca_metabric,MB-6305,MB-6305,0.229
brca_metabric,MB-6306,MB-6306,0.6924
brca_metabric,MB-6308,MB-6308,0.6405
brca_metabric,MB-6312,MB-6312,0.2371
brca_metabric,MB-6314,MB-6314,0.7236
brca_metabric,MB-6317,MB-6317,-0.4153
brca_metabric,MB-6318,MB-6318,0.0079
brca_metabric,MB-6319,MB-6319,-0.354
brca_metabric,MB-6322,MB-6322,-0.0934
brca_metabric,MB-6327,MB-6327,-0.3157
brca_metabric,MB-6328,MB-6328,-0.3671
brca_metabric,MB-6329,MB-6329,1.0781
brca_metabric,MB-6330,MB-6330,0.1855
brca_metabric,MB-6334,MB-6334,-0.7259
brca_metabric,MB-6336,MB-6336,-0.3362
brca_metabric,MB-6337,MB-6337,0.2915
brca_metabric,MB-6344,MB-6344,0.7418
brca_metabric,MB-6346,MB-6346,0.4913
brca_metabric,MB-6358,MB-6358,0.763
brca_metabric,MB-6359,MB-6359,0.5293
brca_metabric,MB-6363,MB-6363,-0.3455
brca_metabric,MB-7000,MB-7000,-0.6681
brca_metabric,MB-7001,MB-7001,-1.8483
brca_metabric,MB-7002,MB-7002,-0.6055
brca_metabric,MB-7003,MB-7003,-0.9593
brca_metabric,MB-7004,MB-7004,-1.3739
brca_metabric,MB-7005,MB-7005,-0.6418
brca_metabric,MB-7006,MB-7006,0.5613
brca_metabric,MB-7007,MB-7007,0.1801
brca_metabric,MB-7008,MB-7008,-0.8613
brca_metabric,MB-7009,MB-7009,0.7086
brca_metabric,MB-7010,MB-7010,0.1693
brca_metabric,MB-7011,MB-7011,-1.859
brca_metabric,MB-7012,MB-7012,-0.8339
brca_metabric,MB-7013,MB-7013,1.2548
brca_metabric,MB-7014,MB-7014,-2.2023
brca_metabric,MB-7015,MB-7015,-1.1215
brca_metabric,MB-7017,MB-7017,-0.8582
brca_metabric,MB-7018,MB-7018,-0.4828
brca_metabric,MB-7019,MB-7019,-1.0878
brca_metabric,MB-7020,MB-7020,-0.9743
brca_metabric,MB-7022,MB-7022,-0.0639
brca_metabric,MB-7023,MB-7023,-1.9913
brca_metabric,MB-7024,MB-7024,-1.2641
brca_metabric,MB-7025,MB-7025,-0.1419
brca_metabric,MB-7026,MB-7026,-1.0288
brca_metabric,MB-7027,MB-7027,-0.5345
brca_metabric,MB-7028,MB-7028,-0.4243
brca_metabric,MB-7029,MB-7029,0.2776
brca_metabric,MB-7030,MB-7030,1.5433
brca_metabric,MB-7031,MB-7031,-0.892
brca_metabric,MB-7032,MB-7032,-0.7894
brca_metabric,MB-7034,MB-7034,0.3407
brca_metabric,MB-7035,MB-7035,-1.0448
brca_metabric,MB-7036,MB-7036,-1.1215
brca_metabric,MB-7037,MB-7037,-1.1021
brca_metabric,MB-7038,MB-7038,0.1177
brca_metabric,MB-7039,MB-7039,-1.527
brca_metabric,MB-7040,MB-7040,-0.7894
brca_metabric,MB-7041,MB-7041,-1.4199
brca_metabric,MB-7042,MB-7042,-0.4349
brca_metabric,MB-7043,MB-7043,-0.1118
brca_metabric,MB-7044,MB-7044,-0.7919
brca_metabric,MB-7045,MB-7045,-0.6412
brca_metabric,MB-7046,MB-7046,-0.2729
brca_metabric,MB-7048,MB-7048,0.4286
brca_metabric,MB-7049,MB-7049,0.2226
brca_metabric,MB-7050,MB-7050,-0.2053
brca_metabric,MB-7051,MB-7051,-0.4598
brca_metabric,MB-7052,MB-7052,-0.972
brca_metabric,MB-7053,MB-7053,-1.6369
brca_metabric,MB-7054,MB-7054,-0.1848
brca_metabric,MB-7055,MB-7055,-0.9802
brca_metabric,MB-7056,MB-7056,1.4156
brca_metabric,MB-7057,MB-7057,-0.712
brca_metabric,MB-7058,MB-7058,-1.3694
brca_metabric,MB-7059,MB-7059,-0.6307
brca_metabric,MB-7060,MB-7060,-0.0272
brca_metabric,MB-7061,MB-7061,-1.1675
brca_metabric,MB-7062,MB-7062,-0.1906
brca_metabric,MB-7063,MB-7063,-1.2136
brca_metabric,MB-7065,MB-7065,-0.7772
brca_metabric,MB-7066,MB-7066,-0.0272
brca_metabric,MB-7067,MB-7067,-0.9934
brca_metabric,MB-7068,MB-7068,1.2711
brca_metabric,MB-7069,MB-7069,-0.8111
brca_metabric,MB-7070,MB-7070,-0.9766
brca_metabric,MB-7071,MB-7071,-0.4865
brca_metabric,MB-7072,MB-7072,-0.3149
brca_metabric,MB-7073,MB-7073,-0.8294
brca_metabric,MB-7074,MB-7074,-1.3059
brca_metabric,MB-7075,MB-7075,-1.4269
brca_metabric,MB-7076,MB-7076,-1.4061
brca_metabric,MB-7077,MB-7077,-0.4485
brca_metabric,MB-7078,MB-7078,-0.6328
brca_metabric,MB-7079,MB-7079,0.3729
brca_metabric,MB-7080,MB-7080,-1.5332
brca_metabric,MB-7081,MB-7081,-1.3797
brca_metabric,MB-7082,MB-7082,-0.5067
brca_metabric,MB-7083,MB-7083,-0.7543
brca_metabric,MB-7084,MB-7084,-1.2285
brca_metabric,MB-7085,MB-7085,-0.6501
brca_metabric,MB-7086,MB-7086,-1.4002
brca_metabric,MB-7087,MB-7087,-0.5103
brca_metabric,MB-7088,MB-7088,-0.6811
brca_metabric,MB-7089,MB-7089,0.1044
brca_metabric,MB-7090,MB-7090,-0.2713
brca_metabric,MB-7091,MB-7091,-0.8489
brca_metabric,MB-7092,MB-7092,1.8056
brca_metabric,MB-7093,MB-7093,-0.5307
brca_metabric,MB-7094,MB-7094,1.1499
brca_metabric,MB-7095,MB-7095,0.0699
brca_metabric,MB-7096,MB-7096,1.2054
brca_metabric,MB-7097,MB-7097,-1.0941
brca_metabric,MB-7099,MB-7099,-0.4666
brca_metabric,MB-7100,MB-7100,0.5079
brca_metabric,MB-7101,MB-7101,0.0963
brca_metabric,MB-7102,MB-7102,-1.6524
brca_metabric,MB-7104,MB-7104,-0.2625
brca_metabric,MB-7106,MB-7106,-0.2248
brca_metabric,MB-7107,MB-7107,-0.8275
brca_metabric,MB-7109,MB-7109,1.4489
brca_metabric,MB-7111,MB-7111,-0.3601
brca_metabric,MB-7112,MB-7112,1.1531
brca_metabric,MB-7113,MB-7113,-0.0597
brca_metabric,MB-7114,MB-7114,0.5506
brca_metabric,MB-7115,MB-7115,1.3852
brca_metabric,MB-7116,MB-7116,1.384
brca_metabric,MB-7118,MB-7118,-0.1002
brca_metabric,MB-7119,MB-7119,1.0199
brca_metabric,MB-7121,MB-7121,1.4774
brca_metabric,MB-7122,MB-7122,-1.0327
brca_metabric,MB-7123,MB-7123,0.2045
brca_metabric,MB-7124,MB-7124,-0.17
brca_metabric,MB-7127,MB-7127,-1.3251
brca_metabric,MB-7128,MB-7128,-0.4401
brca_metabric,MB-7130,MB-7130,0.9608
brca_metabric,MB-7131,MB-7131,0.353
brca_metabric,MB-7132,MB-7132,-0.6146
brca_metabric,MB-7133,MB-7133,1.2941
brca_metabric,MB-7135,MB-7135,-0.0859
brca_metabric,MB-7137,MB-7137,-0.4492
brca_metabric,MB-7138,MB-7138,0.4798
brca_metabric,MB-7140,MB-7140,0.5751
brca_metabric,MB-7141,MB-7141,0.6405
brca_metabric,MB-7142,MB-7142,1.7301
brca_metabric,MB-7143,MB-7143,-2.0842
brca_metabric,MB-7144,MB-7144,-1.8107
brca_metabric,MB-7145,MB-7145,-0.0563
brca_metabric,MB-7147,MB-7147,-1.1064
brca_metabric,MB-7148,MB-7148,-1.1604
brca_metabric,MB-7149,MB-7149,0.0725
brca_metabric,MB-7150,MB-7150,-0.6342
brca_metabric,MB-7151,MB-7151,-1.1278
brca_metabric,MB-7152,MB-7152,-0.7868
brca_metabric,MB-7153,MB-7153,-1.6941
brca_metabric,MB-7154,MB-7154,-0.497
brca_metabric,MB-7155,MB-7155,-0.4747
brca_metabric,MB-7157,MB-7157,0.1238
brca_metabric,MB-7158,MB-7158,0.9881
brca_metabric,MB-7159,MB-7159,-0.8489
brca_metabric,MB-7160,MB-7160,-0.0118
brca_metabric,MB-7161,MB-7161,1.0529
brca_metabric,MB-7162,MB-7162,0.6176
brca_metabric,MB-7163,MB-7163,-0.7464
brca_metabric,MB-7164,MB-7164,0.6156
brca_metabric,MB-7165,MB-7165,-0.4598
brca_metabric,MB-7167,MB-7167,-1.1854
brca_metabric,MB-7168,MB-7168,0.0062
brca_metabric,MB-7170,MB-7170,1.4729
brca_metabric,MB-7171,MB-7171,0.3662
brca_metabric,MB-7172,MB-7172,-0.2167
brca_metabric,MB-7173,MB-7173,-0.3173
brca_metabric,MB-7174,MB-7174,-0.0349
brca_metabric,MB-7176,MB-7176,-0.7635
brca_metabric,MB-7181,MB-7181,0.4238
brca_metabric,MB-7182,MB-7182,-0.7888
brca_metabric,MB-7185,MB-7185,-0.8408
brca_metabric,MB-7186,MB-7186,-0.8767
brca_metabric,MB-7187,MB-7187,0.0027
brca_metabric,MB-7188,MB-7188,0.2335
brca_metabric,MB-7189,MB-7189,0.2344
brca_metabric,MB-7193,MB-7193,-0.7074
brca_metabric,MB-7194,MB-7194,1.0476
brca_metabric,MB-7195,MB-7195,-0.9191
brca_metabric,MB-7196,MB-7196,-1.0851
brca_metabric,MB-7197,MB-7197,-0.5381
brca_metabric,MB-7198,MB-7198,-0.028
brca_metabric,MB-7199,MB-7199,-1.1594
brca_metabric,MB-7200,MB-7200,-1.0706
brca_metabric,MB-7201,MB-7201,1.0093
brca_metabric,MB-7205,MB-7205,-0.3141
brca_metabric,MB-7207,MB-7207,0.5216
brca_metabric,MB-7208,MB-7208,0.7823
brca_metabric,MB-7212,MB-7212,1.4671
brca_metabric,MB-7215,MB-7215,-1.0978
brca_metabric,MB-7216,MB-7216,0.0585
brca_metabric,MB-7217,MB-7217,-0.2159
brca_metabric,MB-7218,MB-7218,-1.1021
brca_metabric,MB-7219,MB-7219,-0.4272
brca_metabric,MB-7220,MB-7220,0.3568
brca_metabric,MB-7225,MB-7225,1.2075
brca_metabric,MB-7226,MB-7226,0.755
brca_metabric,MB-7227,MB-7227,-0.3586
brca_metabric,MB-7228,MB-7228,-1.985
brca_metabric,MB-7229,MB-7229,0.0243
brca_metabric,MB-7230,MB-7230,-0.506
brca_metabric,MB-7231,MB-7231,0.5919
brca_metabric,MB-7232,MB-7232,1.1868
brca_metabric,MB-7233,MB-7233,-0.3046
brca_metabric,MB-7234,MB-7234,1.3704
brca_metabric,MB-7235,MB-7235,-0.5147
brca_metabric,MB-7236,MB-7236,-0.7226
brca_metabric,MB-7237,MB-7237,-0.9581
brca_metabric,MB-7238,MB-7238,0.4951
brca_metabric,MB-7241,MB-7241,0.0699
brca_metabric,MB-7243,MB-7243,-0.4925
brca_metabric,MB-7244,MB-7244,-0.994
brca_metabric,MB-7249,MB-7249,-1.0641
brca_metabric,MB-7250,MB-7250,0.5516
brca_metabric,MB-7251,MB-7251,-0.407
brca_metabric,MB-7252,MB-7252,-1.2044
brca_metabric,MB-7253,MB-7253,1.3396
brca_metabric,MB-7254,MB-7254,-1.2548
brca_metabric,MB-7256,MB-7256,-0.1964
brca_metabric,MB-7258,MB-7258,0.3568
brca_metabric,MB-7260,MB-7260,-0.9761
brca_metabric,MB-7262,MB-7262,0.2693
brca_metabric,MB-7263,MB-7263,-0.9854
brca_metabric,MB-7264,MB-7264,0.4807
brca_metabric,MB-7266,MB-7266,0.6534
brca_metabric,MB-7267,MB-7267,-0.804
brca_metabric,MB-7268,MB-7268,0.1009
brca_metabric,MB-7269,MB-7269,2.128
brca_metabric,MB-7270,MB-7270,0.4624
brca_metabric,MB-7273,MB-7273,-0.4236
brca_metabric,MB-7275,MB-7275,-0.8998
brca_metabric,MB-7276,MB-7276,0.7439
brca_metabric,MB-7277,MB-7277,1.3061
brca_metabric,MB-7278,MB-7278,-0.5641
brca_metabric,MB-7279,MB-7279,-1.229
brca_metabric,MB-7280,MB-7280,-1.3443
brca_metabric,MB-7281,MB-7281,0.3492
brca_metabric,MB-7283,MB-7283,-0.184
brca_metabric,MB-7284,MB-7284,-1.1422
brca_metabric,MB-7285,MB-7285,-1.0504
brca_metabric,MB-7286,MB-7286,0.273
brca_metabric,MB-7287,MB-7287,-0.9392
brca_metabric,MB-7288,MB-7288,-0.4643
brca_metabric,MB-7289,MB-7289,-1.1961
brca_metabric,MB-7291,MB-7291,-0.7431
brca_metabric,MB-7292,MB-7292,-0.9107
brca_metabric,MB-7293,MB-7293,-1.1761
brca_metabric,MB-7294,MB-7294,-0.6967
brca_metabric,MB-7295,MB-7295,-1.3829
brca_metabric,MB-7296,MB-7296,1.1499
brca_metabric,MB-7297,MB-7297,-0.4424
brca_metabric,MB-7298,MB-7298,-0.3703
brca_metabric,MB-7299,MB-7299,-0.5184
brca_metabric,MTS-T0035,MTS-T0035,NA
brca_metabric,MTS-T0058,MTS-T0058,NA
brca_metabric,MTS-T0059,MTS-T0059,NA
brca_metabric,MTS-T0060,MTS-T0060,NA
brca_metabric,MTS-T0061,MTS-T0061,NA
brca_metabric,MTS-T0062,MTS-T0062,NA
brca_metabric,MTS-T0063,MTS-T0063,NA
brca_metabric,MTS-T0064,MTS-T0064,NA
brca_metabric,MTS-T0065,MTS-T0065,NA
brca_metabric,MTS-T0066,MTS-T0066,NA
brca_metabric,MTS-T0067,MTS-T0067,NA
brca_metabric,MTS-T0068,MTS-T0068,NA
brca_metabric,MTS-T0069,MTS-T0069,NA
brca_metabric,MTS-T0070,MTS-T0070,NA
brca_metabric,MTS-T0071,MTS-T0071,NA
brca_metabric,MTS-T0072,MTS-T0072,NA
brca_metabric,MTS-T0073,MTS-T0073,NA
brca_metabric,MTS-T0074,MTS-T0074,NA
brca_metabric,MTS-T0075,MTS-T0075,NA
brca_metabric,MTS-T0076,MTS-T0076,NA
brca_metabric,MTS-T0077,MTS-T0077,NA
brca_metabric,MTS-T0078,MTS-T0078,NA
brca_metabric,MTS-T0079,MTS-T0079,NA
brca_metabric,MTS-T0080,MTS-T0080,NA
brca_metabric,MTS-T0081,MTS-T0081,NA
brca_metabric,MTS-T0082,MTS-T0082,NA
brca_metabric,MTS-T0083,MTS-T0083,NA
brca_metabric,MTS-T0084,MTS-T0084,NA
brca_metabric,MTS-T0085,MTS-T0085,NA
brca_metabric,MTS-T0086,MTS-T0086,NA
brca_metabric,MTS-T0087,MTS-T0087,NA
brca_metabric,MTS-T0088,MTS-T0088,NA
brca_metabric,MTS-T0089,MTS-T0089,NA
brca_metabric,MTS-T0090,MTS-T0090,NA
brca_metabric,MTS-T0091,MTS-T0091,NA
brca_metabric,MTS-T0092,MTS-T0092,NA
brca_metabric,MTS-T0093,MTS-T0093,NA
brca_metabric,MTS-T0094,MTS-T0094,NA
brca_metabric,MTS-T0095,MTS-T0095,NA
brca_metabric,MTS-T0131,MTS-T0131,NA
brca_metabric,MTS-T0132,MTS-T0132,NA
brca_metabric,MTS-T0133,MTS-T0133,NA
brca_metabric,MTS-T0134,MTS-T0134,NA
brca_metabric,MTS-T0135,MTS-T0135,NA
brca_metabric,MTS-T0136,MTS-T0136,NA
brca_metabric,MTS-T0137,MTS-T0137,NA
brca_metabric,MTS-T0138,MTS-T0138,NA
brca_metabric,MTS-T0139,MTS-T0139,NA
brca_metabric,MTS-T0140,MTS-T0140,NA
brca_metabric,MTS-T0141,MTS-T0141,NA
brca_metabric,MTS-T0142,MTS-T0142,NA
brca_metabric,MTS-T0143,MTS-T0143,NA
brca_metabric,MTS-T0144,MTS-T0144,NA
brca_metabric,MTS-T0145,MTS-T0145,NA
brca_metabric,MTS-T0146,MTS-T0146,NA
brca_metabric,MTS-T0147,MTS-T0147,NA
brca_metabric,MTS-T0148,MTS-T0148,NA
brca_metabric,MTS-T0149,MTS-T0149,NA
brca_metabric,MTS-T0150,MTS-T0150,NA
brca_metabric,MTS-T0151,MTS-T0151,NA
brca_metabric,MTS-T0152,MTS-T0152,NA
brca_metabric,MTS-T0153,MTS-T0153,NA
brca_metabric,MTS-T0154,MTS-T0154,NA
brca_metabric,MTS-T0155,MTS-T0155,NA
brca_metabric,MTS-T0156,MTS-T0156,NA
brca_metabric,MTS-T0157,MTS-T0157,NA
brca_metabric,MTS-T0158,MTS-T0158,NA
brca_metabric,MTS-T0159,MTS-T0159,NA
brca_metabric,MTS-T0160,MTS-T0160,NA
brca_metabric,MTS-T0161,MTS-T0161,NA
brca_metabric,MTS-T0162,MTS-T0162,NA
brca_metabric,MTS-T0163,MTS-T0163,NA
brca_metabric,MTS-T0164,MTS-T0164,NA
brca_metabric,MTS-T0165,MTS-T0165,NA
brca_metabric,MTS-T0166,MTS-T0166,NA
brca_metabric,MTS-T0167,MTS-T0167,NA
brca_metabric,MTS-T0168,MTS-T0168,NA
brca_metabric,MTS-T0169,MTS-T0169,NA
brca_metabric,MTS-T0170,MTS-T0170,NA
brca_metabric,MTS-T0171,MTS-T0171,NA
brca_metabric,MTS-T0172,MTS-T0172,NA
brca_metabric,MTS-T0173,MTS-T0173,NA
brca_metabric,MTS-T0174,MTS-T0174,NA
brca_metabric,MTS-T0175,MTS-T0175,NA
brca_metabric,MTS-T0176,MTS-T0176,NA
brca_metabric,MTS-T0177,MTS-T0177,NA
brca_metabric,MTS-T0178,MTS-T0178,NA
brca_metabric,MTS-T0179,MTS-T0179,NA
brca_metabric,MTS-T0180,MTS-T0180,NA
brca_metabric,MTS-T0181,MTS-T0181,NA
brca_metabric,MTS-T0182,MTS-T0182,NA
brca_metabric,MTS-T0183,MTS-T0183,NA
brca_metabric,MTS-T0184,MTS-T0184,NA
brca_metabric,MTS-T0185,MTS-T0185,NA
brca_metabric,MTS-T0186,MTS-T0186,NA
brca_metabric,MTS-T0187,MTS-T0187,NA
brca_metabric,MTS-T0188,MTS-T0188,NA
brca_metabric,MTS-T0189,MTS-T0189,NA
brca_metabric,MTS-T0190,MTS-T0190,NA
brca_metabric,MTS-T0191,MTS-T0191,NA
brca_metabric,MTS-T0192,MTS-T0192,NA
brca_metabric,MTS-T0193,MTS-T0193,NA
brca_metabric,MTS-T0194,MTS-T0194,NA
brca_metabric,MTS-T0195,MTS-T0195,NA
brca_metabric,MTS-T0196,MTS-T0196,NA
brca_metabric,MTS-T0197,MTS-T0197,NA
brca_metabric,MTS-T0198,MTS-T0198,NA
brca_metabric,MTS-T0199,MTS-T0199,NA
brca_metabric,MTS-T0200,MTS-T0200,NA
brca_metabric,MTS-T0201,MTS-T0201,NA
brca_metabric,MTS-T0202,MTS-T0202,NA
brca_metabric,MTS-T0203,MTS-T0203,NA
brca_metabric,MTS-T0204,MTS-T0204,NA
brca_metabric,MTS-T0205,MTS-T0205,NA
brca_metabric,MTS-T0206,MTS-T0206,NA
brca_metabric,MTS-T0207,MTS-T0207,NA
brca_metabric,MTS-T0208,MTS-T0208,NA
brca_metabric,MTS-T0209,MTS-T0209,NA
brca_metabric,MTS-T0210,MTS-T0210,NA
brca_metabric,MTS-T0211,MTS-T0211,NA
brca_metabric,MTS-T0212,MTS-T0212,NA
brca_metabric,MTS-T0213,MTS-T0213,NA
brca_metabric,MTS-T0214,MTS-T0214,NA
brca_metabric,MTS-T0215,MTS-T0215,NA
brca_metabric,MTS-T0216,MTS-T0216,NA
brca_metabric,MTS-T0217,MTS-T0217,NA
brca_metabric,MTS-T0218,MTS-T0218,NA
brca_metabric,MTS-T0219,MTS-T0219,NA
brca_metabric,MTS-T0220,MTS-T0220,NA
brca_metabric,MTS-T0221,MTS-T0221,NA
brca_metabric,MTS-T0222,MTS-T0222,NA
brca_metabric,MTS-T0223,MTS-T0223,NA
brca_metabric,MTS-T0224,MTS-T0224,NA
brca_metabric,MTS-T0225,MTS-T0225,NA
brca_metabric,MTS-T0226,MTS-T0226,NA
brca_metabric,MTS-T0227,MTS-T0227,NA
brca_metabric,MTS-T0228,MTS-T0228,NA
brca_metabric,MTS-T0229,MTS-T0229,NA
brca_metabric,MTS-T0230,MTS-T0230,NA
brca_metabric,MTS-T0231,MTS-T0231,NA
brca_metabric,MTS-T0232,MTS-T0232,NA
brca_metabric,MTS-T0233,MTS-T0233,NA
brca_metabric,MTS-T0234,MTS-T0234,NA
brca_metabric,MTS-T0235,MTS-T0235,NA
brca_metabric,MTS-T0236,MTS-T0236,NA
brca_metabric,MTS-T0237,MTS-T0237,NA
brca_metabric,MTS-T0238,MTS-T0238,NA
brca_metabric,MTS-T0239,MTS-T0239,NA
brca_metabric,MTS-T0240,MTS-T0240,NA
brca_metabric,MTS-T0241,MTS-T0241,NA
brca_metabric,MTS-T0242,MTS-T0242,NA
brca_metabric,MTS-T0243,MTS-T0243,NA
brca_metabric,MTS-T0244,MTS-T0244,NA
brca_metabric,MTS-T0245,MTS-T0245,NA
brca_metabric,MTS-T0246,MTS-T0246,NA
brca_metabric,MTS-T0247,MTS-T0247,NA
brca_metabric,MTS-T0248,MTS-T0248,NA
brca_metabric,MTS-T0249,MTS-T0249,NA
brca_metabric,MTS-T0250,MTS-T0250,NA
brca_metabric,MTS-T0251,MTS-T0251,NA
brca_metabric,MTS-T0252,MTS-T0252,NA
brca_metabric,MTS-T0253,MTS-T0253,NA
brca_metabric,MTS-T0254,MTS-T0254,NA
brca_metabric,MTS-T0255,MTS-T0255,NA
brca_metabric,MTS-T0256,MTS-T0256,NA
brca_metabric,MTS-T0257,MTS-T0257,NA
brca_metabric,MTS-T0258,MTS-T0258,NA
brca_metabric,MTS-T0259,MTS-T0259,NA
brca_metabric,MTS-T0260,MTS-T0260,NA
brca_metabric,MTS-T0261,MTS-T0261,NA
brca_metabric,MTS-T0262,MTS-T0262,NA
brca_metabric,MTS-T0266,MTS-T0266,NA
brca_metabric,MTS-T0273,MTS-T0273,NA
brca_metabric,MTS-T0275,MTS-T0275,NA
brca_metabric,MTS-T0276,MTS-T0276,NA
brca_metabric,MTS-T0279,MTS-T0279,NA
brca_metabric,MTS-T0281,MTS-T0281,NA
brca_metabric,MTS-T0285,MTS-T0285,NA
brca_metabric,MTS-T0286,MTS-T0286,NA
brca_metabric,MTS-T0299,MTS-T0299,NA
brca_metabric,MTS-T0303,MTS-T0303,NA
brca_metabric,MTS-T0304,MTS-T0304,NA
brca_metabric,MTS-T0305,MTS-T0305,NA
brca_metabric,MTS-T0312,MTS-T0312,NA
brca_metabric,MTS-T0313,MTS-T0313,NA
brca_metabric,MTS-T0325,MTS-T0325,NA
brca_metabric,MTS-T0327,MTS-T0327,NA
brca_metabric,MTS-T0328,MTS-T0328,NA
brca_metabric,MTS-T0329,MTS-T0329,NA
brca_metabric,MTS-T0330,MTS-T0330,NA
brca_metabric,MTS-T0331,MTS-T0331,NA
brca_metabric,MTS-T0332,MTS-T0332,NA
brca_metabric,MTS-T0333,MTS-T0333,NA
brca_metabric,MTS-T0334,MTS-T0334,NA
brca_metabric,MTS-T0335,MTS-T0335,NA
brca_metabric,MTS-T0336,MTS-T0336,NA
brca_metabric,MTS-T0337,MTS-T0337,NA
brca_metabric,MTS-T0338,MTS-T0338,NA
brca_metabric,MTS-T0339,MTS-T0339,NA
brca_metabric,MTS-T0340,MTS-T0340,NA
brca_metabric,MTS-T0341,MTS-T0341,NA
brca_metabric,MTS-T0342,MTS-T0342,NA
brca_metabric,MTS-T0343,MTS-T0343,NA
brca_metabric,MTS-T0344,MTS-T0344,NA
brca_metabric,MTS-T0345,MTS-T0345,NA
brca_metabric,MTS-T0346,MTS-T0346,NA
brca_metabric,MTS-T0347,MTS-T0347,NA
brca_metabric,MTS-T0348,MTS-T0348,NA
brca_metabric,MTS-T0349,MTS-T0349,NA
brca_metabric,MTS-T0350,MTS-T0350,NA
brca_metabric,MTS-T0351,MTS-T0351,NA
brca_metabric,MTS-T0352,MTS-T0352,NA
brca_metabric,MTS-T0353,MTS-T0353,NA
brca_metabric,MTS-T0354,MTS-T0354,NA
brca_metabric,MTS-T0355,MTS-T0355,NA
brca_metabric,MTS-T0356,MTS-T0356,NA
brca_metabric,MTS-T0357,MTS-T0357,NA
brca_metabric,MTS-T0358,MTS-T0358,NA
brca_metabric,MTS-T0359,MTS-T0359,NA
brca_metabric,MTS-T0360,MTS-T0360,NA
brca_metabric,MTS-T0361,MTS-T0361,NA
brca_metabric,MTS-T0362,MTS-T0362,NA
brca_metabric,MTS-T0363,MTS-T0363,NA
brca_metabric,MTS-T0364,MTS-T0364,NA
brca_metabric,MTS-T0365,MTS-T0365,NA
brca_metabric,MTS-T0366,MTS-T0366,NA
brca_metabric,MTS-T0367,MTS-T0367,NA
brca_metabric,MTS-T0368,MTS-T0368,NA
brca_metabric,MTS-T0369,MTS-T0369,NA
brca_metabric,MTS-T0370,MTS-T0370,NA
brca_metabric,MTS-T0371,MTS-T0371,NA
brca_metabric,MTS-T0372,MTS-T0372,NA
brca_metabric,MTS-T0373,MTS-T0373,NA
brca_metabric,MTS-T0374,MTS-T0374,NA
brca_metabric,MTS-T0375,MTS-T0375,NA
brca_metabric,MTS-T0376,MTS-T0376,NA
brca_metabric,MTS-T0377,MTS-T0377,NA
brca_metabric,MTS-T0378,MTS-T0378,NA
brca_metabric,MTS-T0379,MTS-T0379,NA
brca_metabric,MTS-T0380,MTS-T0380,NA
brca_metabric,MTS-T0381,MTS-T0381,NA
brca_metabric,MTS-T0382,MTS-T0382,NA
brca_metabric,MTS-T0383,MTS-T0383,NA
brca_metabric,MTS-T0384,MTS-T0384,NA
brca_metabric,MTS-T0385,MTS-T0385,NA
brca_metabric,MTS-T0386,MTS-T0386,NA
brca_metabric,MTS-T0387,MTS-T0387,NA
brca_metabric,MTS-T0388,MTS-T0388,NA
brca_metabric,MTS-T0389,MTS-T0389,NA
brca_metabric,MTS-T0390,MTS-T0390,NA
brca_metabric,MTS-T0391,MTS-T0391,NA
brca_metabric,MTS-T0392,MTS-T0392,NA
brca_metabric,MTS-T0393,MTS-T0393,NA
brca_metabric,MTS-T0394,MTS-T0394,NA
brca_metabric,MTS-T0395,MTS-T0395,NA
brca_metabric,MTS-T0396,MTS-T0396,NA
brca_metabric,MTS-T0397,MTS-T0397,NA
brca_metabric,MTS-T0398,MTS-T0398,NA
brca_metabric,MTS-T0399,MTS-T0399,NA
brca_metabric,MTS-T0400,MTS-T0400,NA
brca_metabric,MTS-T0401,MTS-T0401,NA
brca_metabric,MTS-T0402,MTS-T0402,NA
brca_metabric,MTS-T0403,MTS-T0403,NA
brca_metabric,MTS-T0404,MTS-T0404,NA
brca_metabric,MTS-T0405,MTS-T0405,NA
brca_metabric,MTS-T0406,MTS-T0406,NA
brca_metabric,MTS-T0407,MTS-T0407,NA
brca_metabric,MTS-T0408,MTS-T0408,NA
brca_metabric,MTS-T0409,MTS-T0409,NA
